A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U
9375392391,https://smartstore.naver.com/magussa5/products/9375392391,https://www.mytheresa.com/de/en/women/ferragamo-pania-embellished-leather-pumps-beige-p00815834,nan,nan,nan,nan,nan,2024/03/02/23:28:29,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,FERRAGAMO 파니아 장식 가죽 펌프스,450.0
9375438029,https://smartstore.naver.com/magussa5/products/9375438029,https://www.mytheresa.com/de/en/women/isabel-marant-zimlee-padded-snow-boots-black-p00832099,nan,nan,nan,nan,nan,2024/03/02/23:30:02,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ISABEL MARANT Zimlee 패딩 스노우 부츠,315.0
9375472368,https://smartstore.naver.com/magussa5/products/9375472368,https://www.mytheresa.com/de/en/women/stella-mccartney-padded-ankle-boots-black-p00814533,nan,nan,nan,nan,nan,2024/03/02/23:31:34,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,STELLA MCCARTNEY 패딩 앵클 부츠,486.0
9375584381,https://smartstore.naver.com/magussa5/products/9375584381,https://www.mytheresa.com/de/en/women/the-row-hook-and-loop-leather-sandals-black-p00446999,nan,nan,nan,nan,nan,2024/03/02/23:33:07,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,THE ROW 후크 앤 루프 가죽 샌들,1030.0
9375598670,https://smartstore.naver.com/magussa5/products/9375598670,https://www.mytheresa.com/de/en/women/christian-louboutin-cl-chelsea-lug-leather-ankle-boots-black-p00824945,nan,nan,nan,nan,nan,2024/03/02/23:34:41,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,CHRISTIAN LOUBOUTIN CL 첼시 러그 가죽 앵클 부츠,1295.0
9375614432,https://smartstore.naver.com/magussa5/products/9375614432,https://www.mytheresa.com/de/en/women/gabriela-hearst-lola-suede-ballet-flats-brown-p00830225,nan,nan,nan,nan,nan,2024/03/02/23:36:13,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,GABRIELA HEARST 롤라 스웨이드 발레리나 플랫,546.0
9375631026,https://smartstore.naver.com/magussa5/products/9375631026,https://www.mytheresa.com/de/en/women/aquazzura-twist-95-velvet-mules-pink-p00832963,nan,nan,nan,nan,nan,2024/03/02/23:37:49,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,AQUAZZURA 트위스트 95 벨벳 뮬,455.0
9375704106,https://smartstore.naver.com/magussa5/products/9375704106,https://www.mytheresa.com/de/en/women/isabel-marant-duerto-suede-ankle-cowboy-boots-neutrals-p00831905,nan,nan,nan,nan,nan,2024/03/02/23:39:22,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ISABEL MARANT 듀에르토 스웨이드 앵클 카우보이 부츠,455.0
9375769982,https://smartstore.naver.com/magussa5/products/9375769982,https://www.mytheresa.com/de/en/women/christian-louboutin-pumppie-botta-leather-knee-high-boots-black-p00827886,nan,nan,nan,nan,nan,2024/03/02/23:40:54,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,CHRISTIAN LOUBOUTIN 펌프피 보타 가죽 니하이 부츠,1595.0
9375787966,https://smartstore.naver.com/magussa5/products/9375787966,https://www.mytheresa.com/de/en/women/christian-louboutin-pumppie-booty-leather-ankle-boots-black-p00827888,nan,nan,nan,nan,nan,2024/03/02/23:42:28,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,CHRISTIAN LOUBOUTIN 펌프피 부티 가죽 앵클 부츠,995.0
9375805458,https://smartstore.naver.com/magussa5/products/9375805458,https://www.mytheresa.com/de/en/women/miu-miu-studded-teddy-ankle-boots-brown-p00595393,nan,nan,nan,nan,nan,2024/03/02/23:44:01,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,MIU MIU 스터드 테디 앵클 부츠,1050.0
9375825922,https://smartstore.naver.com/magussa5/products/9375825922,https://www.mytheresa.com/de/en/women/rick-owens-dunk-denim-high-top-sneakers-black-p00834587,nan,nan,nan,nan,nan,2024/03/02/23:45:34,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,RICK OWENS 덩크 데님 하이탑 스니커즈,371.0
9375975471,https://smartstore.naver.com/magussa5/products/9375975471,https://www.mytheresa.com/de/en/women/malone-souliers-montana-100-suede-pumps-black-p00824987,nan,nan,nan,nan,nan,2024/03/02/23:47:07,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,MALONE SOULIERS 몬타나 100 스웨이드 펌프스,472.0
9375994126,https://smartstore.naver.com/magussa5/products/9375994126,https://www.mytheresa.com/de/en/women/jimmy-choo-alizze-85-leather-knee-high-boots-brown-p00818705,nan,nan,nan,nan,nan,2024/03/02/23:48:40,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,JIMMY CHOO 알리제 85 가죽 니하이 부츠,976.0
9376010469,https://smartstore.naver.com/magussa5/products/9376010469,https://www.mytheresa.com/de/en/women/ann-demeulemeester-kole-leather-back-lace-up-boots-black-p00835037,nan,nan,nan,nan,nan,2024/03/02/23:50:12,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ANN DEMEULEMEESTER 콜레 가죽 백 레이스업 부츠,805.0
9376023125,https://smartstore.naver.com/magussa5/products/9376023125,https://www.mytheresa.com/de/en/women/malone-souliers-cora-suede-ankle-boots-black-p00852687,nan,nan,nan,nan,nan,2024/03/02/23:51:45,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,MALONE SOULIERS 코라 스웨이드 앵클 부츠,405.0
9376057600,https://smartstore.naver.com/magussa5/products/9376057600,https://www.mytheresa.com/de/en/women/manolo-blahnik-bridal-hangisi-105-embellished-satin-pumps-white-p00825054,nan,nan,nan,nan,nan,2024/03/02/23:53:19,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,MANOLO BLAHNIK 브라이덜 항기시 105 장식 새틴 펌프스,1095.0
9376071624,https://smartstore.naver.com/magussa5/products/9376071624,https://www.mytheresa.com/de/en/women/gianvito-rossi-harris-leopard-print-suede-loafers-brown-p00834478,nan,nan,nan,nan,nan,2024/03/02/23:54:52,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,GIANVITO ROSSI 해리스 레오파드 프린트 스웨이드 로퍼,750.0
9376086927,https://smartstore.naver.com/magussa5/products/9376086927,https://www.mytheresa.com/de/en/women/max-mara-teddy-shearling-ankle-boots-beige-p00830697,nan,nan,nan,nan,nan,2024/03/02/23:56:25,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,MAX MARA 테디 시어링 앵클 부츠,281.0
9376102649,https://smartstore.naver.com/magussa5/products/9376102649,https://www.mytheresa.com/de/en/women/tods-double-t-loafer-leather-pumps-white-p00820757,nan,nan,nan,nan,nan,2024/03/02/23:57:58,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,TOD'S 더블 T 로퍼 가죽 펌프스,623.0
9376116267,https://smartstore.naver.com/magussa5/products/9376116267,https://www.mytheresa.com/de/en/women/gianvito-rossi-suede-loafers-brown-p00814730,nan,nan,nan,nan,nan,2024/03/02/23:59:31,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,GIANVITO ROSSI 스웨이드 로퍼,553.0
9376128252,https://smartstore.naver.com/magussa5/products/9376128252,https://www.mytheresa.com/de/en/women/roger-vivier-belle-patent-leather-pumps-black-p00834355,nan,nan,nan,nan,2024/03/03/00:00:57,2024/03/03/00:00:57,품절 상태로 변경 완료,nan,nan,nan,nan,nan,nan,nan,nan,nan,ROGER VIVIER 벨 페이턴트 가죽 펌프스,553.0
9376138355,https://smartstore.naver.com/magussa5/products/9376138355,https://www.mytheresa.com/de/en/women/gia-borghini-rosie-31-croc-effect-knee-high-boots-black-p00825230,nan,nan,nan,nan,nan,2024/03/03/00:02:30,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,GIA BORGHINI Rosie 31 크로커다일 이펙트 니하이 부츠,556.0
9376146981,https://smartstore.naver.com/magussa5/products/9376146981,https://www.mytheresa.com/de/en/women/aquazzura-audace-crystal-105-velvet-pumps-black-p00832856,nan,nan,nan,nan,nan,2024/03/03/00:04:03,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,AQUAZZURA 오데이스 크리스탈 105 벨벳 펌프스,696.0
9376170181,https://smartstore.naver.com/magussa5/products/9376170181,https://www.mytheresa.com/de/en/women/jimmy-choo-bing-100-embellished-mules-metallic-p00819167,nan,nan,nan,nan,nan,2024/03/03/00:05:36,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,JIMMY CHOO Bing 100 장식 뮬,647.0
9376198244,https://smartstore.naver.com/magussa5/products/9376198244,https://www.mytheresa.com/de/en/women/gianvito-rossi-patent-leather-ankle-boots-black-p00834621,nan,nan,nan,nan,nan,2024/03/03/00:07:09,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,GIANVITO ROSSI 페이턴트 가죽 앵클 부츠,693.0
9376273334,https://smartstore.naver.com/magussa5/products/9376273334,https://www.mytheresa.com/de/en/women/aquazzura-amore-95-leather-ankle-boots-black-p00833083,nan,nan,nan,nan,nan,2024/03/03/00:08:43,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,AQUAZZURA 아모레 95 가죽 앵클 부츠,626.0
9376299119,https://smartstore.naver.com/magussa5/products/9376299119,https://www.mytheresa.com/de/en/women/ann-demeulemeester-carol-leather-ankle-boots-black-p00835046,nan,nan,nan,nan,nan,2024/03/03/00:10:16,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ANN DEMEULEMEESTER 캐롤 가죽 앵클 부츠,774.0
9376333653,https://smartstore.naver.com/magussa5/products/9376333653,https://www.mytheresa.com/de/en/women/aquazzura-gatsby-105-embellished-velvet-slingback-pumps-red-p00832945,nan,nan,nan,nan,nan,2024/03/03/00:11:49,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,AQUAZZURA 개츠비 105 장식 벨벳 슬링백 펌프스,696.0
9376378241,https://smartstore.naver.com/magussa5/products/9376378241,https://www.mytheresa.com/de/en/women/emilia-wickstead-sophia-floral-satin-pumps-green-p00828755,nan,nan,nan,nan,nan,2024/03/03/00:13:22,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,EMILIA WICKSTEAD 소피아 플로럴 새틴 펌프스,497.0
9376394141,https://smartstore.naver.com/magussa5/products/9376394141,https://www.mytheresa.com/de/en/women/lemaire-leather-ankle-boots-black-p00828959,nan,nan,nan,nan,nan,2024/03/03/00:14:55,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,LEMAIRE 가죽 앵클 부츠,556.0
9376427613,https://smartstore.naver.com/magussa5/products/9376427613,https://www.mytheresa.com/de/en/women/christian-louboutin-pumppie-botta-suede-knee-high-boots-beige-p00827885,nan,nan,nan,nan,nan,2024/03/03/00:16:29,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,CHRISTIAN LOUBOUTIN Pumppi Botta 스웨이드 니하이 부츠,1595.0
9376494492,https://smartstore.naver.com/magussa5/products/9376494492,https://www.mytheresa.com/de/en/women/miu-miu-leather-combat-boots-black-p00595333,nan,nan,nan,nan,nan,2024/03/03/00:18:01,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,MIU MIU 가죽 부츠,920.0
9376548362,https://smartstore.naver.com/magussa5/products/9376548362,https://www.mytheresa.com/de/en/women/aquazzura-so-matignon-105-velvet-knee-high-boots-black-p00833092,nan,nan,nan,nan,nan,2024/03/03/00:19:35,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,AQUAZZURA 쏘 마티뇽 105 벨벳 니하이 부츠,766.0
9376604776,https://smartstore.naver.com/magussa5/products/9376604776,https://www.mytheresa.com/de/en/women/aquazzura-liaison-suede-over-the-knee-boots-black-p00833089,nan,nan,nan,nan,nan,2024/03/03/00:21:09,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,AQUAZZURA 리에종 스웨이드 무릎 부츠,976.0
9376620203,https://smartstore.naver.com/magussa5/products/9376620203,https://www.mytheresa.com/de/en/women/manolo-blahnik-kasai-suede-and-patent-leather-pumps-black-p00825090,nan,nan,nan,nan,nan,2024/03/03/00:22:42,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,MANOLO BLAHNIK 카사이 스웨이드 & 페이턴트 가죽 펌프스,537.0
9376638835,https://smartstore.naver.com/magussa5/products/9376638835,https://www.mytheresa.com/de/en/women/christian-louboutin-cl-chelsea-suede-ankle-boots-black-p00813964,nan,nan,nan,nan,nan,2024/03/03/00:24:16,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,CHRISTIAN LOUBOUTIN CL 첼시 스웨이드 앵클 부츠,1195.0
9376671168,https://smartstore.naver.com/magussa5/products/9376671168,https://www.mytheresa.com/de/en/women/prada-leather-derby-shoes-black-p00596770,nan,nan,nan,nan,nan,2024/03/03/00:25:49,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,PRADA 가죽 더비 슈즈,950.0
9376685432,https://smartstore.naver.com/magussa5/products/9376685432,https://www.mytheresa.com/de/en/women/christian-louboutin-mariza-85-leather-sandals-black-p00813933,nan,nan,nan,nan,nan,2024/03/03/00:27:23,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,CHRISTIAN LOUBOUTIN 마리자 85 가죽 샌들,745.0
9378096134,https://smartstore.naver.com/magussa5/products/9378096134,https://www.mytheresa.com/de/en/women/max-mara-feliac-faux-fur-slippers-grey-p00830695,nan,nan,nan,nan,nan,2024/03/03/00:28:56,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,MAX MARA 펠리악 인조 모피 슬리퍼,279.0
9378101755,https://smartstore.naver.com/magussa5/products/9378101755,https://www.mytheresa.com/de/en/women/max-mara-low-top-sneakers-pink-p00830691,nan,nan,nan,nan,2024/03/03/00:30:22,2024/03/03/00:30:22,품절 상태로 변경 완료,nan,nan,nan,nan,nan,nan,nan,nan,nan,MAX MARA 로우탑 스니커즈,239.0
9378112500,https://smartstore.naver.com/magussa5/products/9378112500,https://www.mytheresa.com/de/en/women/coperni-embellished-satin-sandals-beige-p00827251,nan,nan,nan,nan,nan,2024/03/03/00:31:56,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,COPERNI 장식 새틴 샌들,236.0
9378116253,https://smartstore.naver.com/magussa5/products/9378116253,https://www.mytheresa.com/de/en/women/manolo-blahnik-maysale-70-suede-mules-neutrals-p00825097,nan,nan,nan,nan,nan,2024/03/03/00:33:29,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,MANOLO BLAHNIK 메이세일 70 스웨이드 뮬,695.0
9378122846,https://smartstore.naver.com/magussa5/products/9378122846,https://www.mytheresa.com/de/en/women/isabel-marant-austen-embossed-suede-low-top-sneakers-white-p00832083,nan,nan,nan,nan,nan,2024/03/03/00:35:02,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ISABEL MARANT 오스틴 엠보싱 스웨이드 로우탑 스니커즈,206.0
9378173352,https://smartstore.naver.com/magussa5/products/9378173352,https://www.mytheresa.com/de/en/women/acne-studios-babi-due-leather-loafers-brown-p00832203,nan,nan,nan,nan,nan,2024/03/03/00:36:35,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ACNE STUDIOS 바비 듀에 가죽 로퍼,354.0
9378192097,https://smartstore.naver.com/magussa5/products/9378192097,https://www.mytheresa.com/de/en/women/courreges-scuba-leather-ankle-boots-black-p00827263,nan,nan,nan,nan,nan,2024/03/03/00:38:07,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,COURR?GES 스쿠버 가죽 앵클 부츠,665.0
9378307067,https://smartstore.naver.com/magussa5/products/9378307067,https://www.mytheresa.com/de/en/women/aquazzura-twist-120-leather-platform-sandals-metallic-p00819888,nan,nan,nan,nan,nan,2024/03/03/00:39:42,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,AQUAZZURA 트위스트 120 가죽 플랫폼 샌들,556.0
9378529353,https://smartstore.naver.com/magussa5/products/9378529353,https://www.mytheresa.com/de/en/women/aquazzura-bow-tie-105-velvet-pumps-pink-p00832957,nan,nan,nan,nan,nan,2024/03/03/00:41:14,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,AQUAZZURA 보타이 105 벨벳 펌프스,486.0
9378595519,https://smartstore.naver.com/magussa5/products/9378595519,https://www.mytheresa.com/de/en/women/gabriela-hearst-rio-leather-ankle-boots-white-p00830208,nan,nan,nan,nan,nan,2024/03/03/00:42:48,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,GABRIELA HEARST 리오 가죽 앵클 부츠,763.0
9378656682,https://smartstore.naver.com/magussa5/products/9378656682,https://www.mytheresa.com/de/en/women/ganni-bow-embellished-satin-pumps-black-p00835302,nan,nan,nan,nan,2024/03/03/00:44:14,2024/03/03/00:44:14,품절 상태로 변경 완료,nan,nan,nan,nan,nan,nan,nan,nan,nan,GANNI 리본 장식 새틴 펌프스,195.0
9378681273,https://smartstore.naver.com/magussa5/products/9378681273,https://www.mytheresa.com/de/en/women/miu-miu-shearling-loafers-brown-p00595315,nan,nan,nan,nan,nan,2024/03/03/00:45:47,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,MIU MIU 시어링 로퍼,950.0
9378694016,https://smartstore.naver.com/magussa5/products/9378694016,https://www.mytheresa.com/de/en/women/roger-vivier-tres-vivier-babies-flats-black-p00834341,nan,nan,nan,nan,nan,2024/03/03/00:47:21,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ROGER VIVIER 베리 비비에 베이비 플랫,805.0
9378953303,https://smartstore.naver.com/magussa5/products/9378953303,https://www.mytheresa.com/de/en/women/isabel-marant-leather-high-top-sneakers-white-p00832084,nan,nan,nan,nan,nan,2024/03/03/00:48:55,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,ISABEL MARANT 오니 가죽 하이탑 스니커즈,315.0
9378969758,https://smartstore.naver.com/magussa5/products/9378969758,https://www.mytheresa.com/de/en/women/vivienne-westwood-orb-cotton-canvas-high-top-sneakers-white-p00831977,nan,nan,nan,nan,nan,2024/03/03/00:50:28,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,VIVIENNE WESTWOOD 오브 코튼 캔버스 하이탑 스니커즈,150.0
9381152914,https://smartstore.naver.com/magussa5/products/9381152914,https://www.mytheresa.com/de/en/women/manolo-blahnik-plinianu-embellished-suede-ankle-boots-black-p00816784,nan,nan,nan,nan,nan,2024/03/03/00:52:01,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,MANOLO BLAHNIK Plinianu 장식 스웨이드 앵클 부츠,1395.0
9381168707,https://smartstore.naver.com/magussa5/products/9381168707,https://www.mytheresa.com/de/en/women/miu-miu-embellished-sneakers-beige-p00595300,nan,nan,nan,nan,nan,2024/03/03/00:53:35,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,MIU MIU 장식 스니커즈,620.0
9381192491,https://smartstore.naver.com/magussa5/products/9381192491,https://www.mytheresa.com/de/en/women/moncler-mon-suede-and-faux-shearling-slippers-beige-p00580073,nan,nan,nan,nan,nan,2024/03/03/00:55:09,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,MONCLER 몬 스웨이드 & 인조 시어링 슬리퍼,395.0
9381238575,https://smartstore.naver.com/magussa5/products/9381238575,https://www.mytheresa.com/de/en/women/rick-owens-lunar-tractor-shearling-ankle-boots-black-p00818523,nan,nan,nan,nan,nan,2024/03/03/00:56:41,변경 완료(가격과 사이즈 변동),nan,nan,nan,nan,nan,nan,nan,nan,nan,RICK OWENS Lunar Tractor 시어링 앵클 부츠,1396.0
